Id Cliente,Date,Date Serv Since,Date Serv Until,Expire date,Mod,Number,Coin,Amount,Total Fact,Balance,Code,Countable account,Amount,Unit Price,Subtotal,Bonus,Subtotal Bonus,Deposit,Sale condition,Origin,Registration date
111113,10/06/2020,,,10/06/2020,Other,00002803,$,2550,2550,0,UK5RD,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,10/06/2020
111113,10/06/2020,,,10/06/2020,Other,00002804,$,400,400,0,RT11FL,4.1.4,1,400,400,0,0,CENTER,PESOS,,10/06/2020
918909,10/06/2020,,,10/06/2020,Electric,00001513,$,2471.07,2990,0,PGB,4.1.1,1,33.05785124,33.05785124,0,0,CENTER,Cash,,10/06/2020
918909,10/06/2020,,,10/06/2020,Electric,00001513,$,2471.07,2990,0,RT11FL,4.1.1,1,330.5785124,330.5785124,0,0,CENTER,Cash,,10/06/2020
918909,10/06/2020,,,10/06/2020,Electric,00001513,$,2471.07,2990,0,UK5N,4.1.1,1,2107.438017,2107.438017,0,0,CENTER,Cash,,10/06/2020
111113,10/06/2020,,,11/06/2020,Electric,00000028,$,-2471.07,-2990,0,MR1bu,4.1.1,-1,-2471.07438,-2471.07438,0,0,CENTER,NARANJA MPOS,,10/06/2020
107871,10/06/2020,,,10/06/2020,Other,00002805,$,150,150,0,A 010 B,4.1.4,1,200,200,25,150,CENTER,Cash,,10/06/2020
111113,10/06/2020,,,10/06/2020,Other,00002806,$,200,200,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,10/06/2020
111113,10/06/2020,,,10/06/2020,Other,00002806,$,200,200,0,CSE,4.1.4,1,150,150,0,0,CENTER,PESOS,,10/06/2020
994690,11/06/2020,,,11/06/2020,Other,00002807,$,3250,3250,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,11/06/2020
994690,11/06/2020,,,11/06/2020,Other,00002807,$,3250,3250,0,UK5PK,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,11/06/2020
111113,11/06/2020,,,11/06/2020,Electric,00001514,$,537.19,650,0,M6000XL,4.1.1,1,537.1900826,537.1900826,0,0,CENTER,MercadoPago,,11/06/2020
111113,11/06/2020,,,11/06/2020,Electric,00001515,$,1033.06,1250,0,STEVOLT,4.1.1,1,1033.057851,1033.057851,0,0,CENTER,MercadoPago,,11/06/2020
111113,11/06/2020,,,11/06/2020,Other,00002808,$,630,630,0,10P,4.1.4,1,580,580,0,0,CENTER,PESOS,,11/06/2020
111113,11/06/2020,,,11/06/2020,Other,00002808,$,630,630,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,11/06/2020
962985,11/06/2020,,,11/06/2020,Electric,00001516,$,2471.07,2990,0,MR1gn,4.1.1,1,2471.07438,2471.07438,0,0,CENTER,MercadoPago,,11/06/2020
938859,11/06/2020,,,11/06/2020,Electric,00001517,$,8269.85,9940,0,RSRCI,4.1.1,1,1033.057851,1033.057851,0,0,CENTER,NARANJA MPOS,,11/06/2020
938859,11/06/2020,,,11/06/2020,Electric,00001517,$,8269.85,9940,0,COMBO3,4.1.1,1,6603.305785,6603.305785,0,0,CENTER,NARANJA MPOS,,11/06/2020
938859,11/06/2020,,,11/06/2020,Electric,00001517,$,8269.85,9940,0,TC-101,4.1.1,1,633.4841629,633.4841629,0,0,CENTER,NARANJA MPOS,,11/06/2020
318747,11/06/2020,,,11/06/2020,Electric,00001518,$,6603.31,7990,0,COMBO5,4.1.1,1,6603.305785,6603.305785,0,0,CENTER,MercadoPago,,11/06/2020
764931,11/06/2020,,,11/06/2020,Electric,00001519,$,2740.92,3250,0,UK5RD,4.1.1,1,2107.438017,2107.438017,0,0,CENTER,NARANJA MPOS,,11/06/2020
764931,11/06/2020,,,11/06/2020,Electric,00001519,$,2740.92,3250,0,TC-101,4.1.1,1,633.4841629,633.4841629,0,0,CENTER,NARANJA MPOS,,11/06/2020
111113,11/06/2020,,,11/06/2020,Other,00002809,$,50,50,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,11/06/2020
206536,12/06/2020,,,12/06/2020,Other,00002810,$,1900,1900,0,B14HDD,4.1.4,1,1500,1500,0,0,CENTER,PESOS,,12/06/2020
206536,12/06/2020,,,12/06/2020,Other,00002810,$,1900,1900,0,SM5B,4.1.4,1,400,400,0,0,CENTER,PESOS,,12/06/2020
336212,12/06/2020,,,12/06/2020,Other,00002811,$,2550,2550,0,MK1tbs,4.1.4,1,2550,2550,0,0,CENTER,Cash,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002812,$,250,250,0,15P,4.1.4,1,150,150,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002812,$,250,250,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002813,$,2550,2550,0,UK5N,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002814,$,850,850,0,EXL120,4.1.4,1,850,850,0,0,CENTER,PESOS,,12/06/2020
6053,12/06/2020,,,12/06/2020,Other,00002815,$,4950,4950,0,COMBO1,4.1.4,1,4950,4950,0,0,CENTER,Cash,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002816,$,650,650,0,BJHB20C,4.1.4,1,650,650,0,0,CENTER,PESOS,,12/06/2020
834821,12/06/2020,,,12/06/2020,Electric,00001520,$,2471.07,2990,0,MR1pp,4.1.1,1,2471.07438,2471.07438,0,0,CENTER,Cash,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002817,$,3250,3250,0,UK5BL,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002817,$,3250,3250,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002818,$,600,600,0,RL120,4.1.4,1,500,500,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002818,$,600,600,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,12/06/2020
111113,12/06/2020,,,12/06/2020,Other,00002819,$,14990,14990,0,JBTR-300,4.1.4,1,14990,14990,0,0,CENTER,MercadoPago,,12/06/2020
994690,13/06/2020,,,13/06/2020,Other,00002820,$,9150,9150,0,COMBO5,4.1.4,1,8450,8450,0,0,CENTER,PESOS,,13/06/2020
994690,13/06/2020,,,13/06/2020,Other,00002820,$,9150,9150,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,13/06/2020
377388,13/06/2020,,,13/06/2020,Electric,00001521,$,694.21,840,0,ADICIONAL,4.1.1,1,115.7024793,115.7024793,0,0,CENTER,Cash,,13/06/2020
377388,13/06/2020,,,13/06/2020,Electric,00001521,$,694.21,840,0,CAM 10,4.1.1,1,578.5123967,578.5123967,0,0,CENTER,Cash,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002821,$,1250,1250,0,RSRCI,4.1.4,1,1250,1250,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002822,$,200,200,0,4002SL,4.1.4,1,150,150,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002822,$,200,200,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002823,$,150,150,0,4002SL,4.1.4,1,150,150,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002824,$,200,200,0,PUK,4.1.4,2,100,200,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002825,$,750,750,0,CEX 20,4.1.4,1,750,750,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Electric,00001522,$,619.83,750,0,MC6CLAS,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,MercadoPago,,13/06/2020
406612,13/06/2020,,,13/06/2020,Electric,00001523,$,1677.69,2030,0,REPARACION/CALIBRACION,4.1.1,1,578.5123967,578.5123967,0,0,CENTER,Cash,,13/06/2020
406612,13/06/2020,,,13/06/2020,Electric,00001523,$,1677.69,2030,0,10P,4.1.1,1,479.338843,479.338843,0,0,CENTER,Cash,,13/06/2020
406612,13/06/2020,,,13/06/2020,Electric,00001523,$,1677.69,2030,0,40,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,Cash,,13/06/2020
981794,13/06/2020,,,13/06/2020,Electric,00001524,$,1115.7,1350,0,MSTBFINISHB,4.1.1,1,537.1900826,537.1900826,0,0,CENTER,MercadoPago,,13/06/2020
981794,13/06/2020,,,13/06/2020,Electric,00001524,$,1115.7,1350,0,SGC6,4.1.1,1,578.5123967,578.5123967,0,0,CENTER,MercadoPago,,13/06/2020
752349,13/06/2020,,,13/06/2020,Other,00002826,$,5650,5650,0,COMBO1,4.1.4,1,4950,4950,0,0,CENTER,PESOS,,13/06/2020
752349,13/06/2020,,,13/06/2020,Other,00002826,$,5650,5650,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,13/06/2020
111113,13/06/2020,,,13/06/2020,Other,00002827,$,100,100,0,PUK,4.1.4,1,100,100,0,0,CENTER,PESOS,,13/06/2020
659270,14/06/2020,,,14/06/2020,Electric,00001525,$,7735.54,9360,0,US60,4.1.1,1,7735.53719,7735.53719,0,0,CENTER,MercadoPago,,15/06/2020
659270,15/06/2020,,,15/06/2020,Electric,00001526,$,785.12,950,0,RSRUK,4.1.1,1,785.1239669,785.1239669,0,0,CENTER,MercadoPago,,15/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002828,$,150,150,0,15P,4.1.4,1,150,150,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002829,$,400,400,0,RECGER,4.1.4,1,400,400,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Electric,00001527,$,1500,1500,0,SG100BK,4.1.4,1,1500,1500,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002830,$,500,500,0,SM5AN,4.1.4,1,450,450,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002830,$,500,500,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,16/06/2020
392683,16/06/2020,,,16/06/2020,Electric,00000056,$,2066.12,2500,0,EZ900,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,PESOS,,16/06/2020
392683,16/06/2020,,,16/06/2020,Electric,00000056,$,2066.12,2500,0,DG016,4.1.1,1,1239.669421,1239.669421,0,0,CENTER,PESOS,,16/06/2020
392683,16/06/2020,,,16/06/2020,Electric,00000056,$,2066.12,2500,0,A 009 P,4.1.1,1,206.6115702,206.6115702,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002831,$,1500,1500,0,SG100BK,4.1.4,1,1500,1500,0,0,CENTER,PESOS,,16/06/2020
939201,16/06/2020,,,16/06/2020,Electric,00001528,$,4090.91,4950,0,COMBO1,4.1.1,1,4090.909091,4090.909091,0,0,CENTER,MercadoPago,,16/06/2020
698770,16/06/2020,,,16/06/2020,Other,00002832,$,2550,2550,0,UK5PK,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,16/06/2020
469725,16/06/2020,,,16/06/2020,Other,00002833,$,850,850,0,FM-138,4.1.4,1,850,850,0,0,CENTER,PESOS,,16/06/2020
801810,16/06/2020,,,16/06/2020,Electric,00001529,$,6983.47,8450,0,COMBO7,4.1.1,1,6983.471074,6983.471074,0,0,CENTER,NARANJA MPOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Electric,00001530,$,200,200,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Electric,00001530,$,200,200,0,16P,4.1.4,1,150,150,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002834,$,150,150,0,14P,4.1.4,1,150,150,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002835,$,300,300,0,14P,4.1.4,2,150,300,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002836,$,500,500,0,XL110,4.1.4,1,500,500,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002837,$,580,580,0,10P,4.1.4,1,580,580,0,0,CENTER,PESOS,,16/06/2020
111113,16/06/2020,,,16/06/2020,Other,00002838,$,150,150,0,14P,4.1.4,1,150,150,0,0,CENTER,Cash,,16/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002839,$,1800,1800,0,EJ27H,4.1.4,1,990,990,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002839,$,1800,1800,0,MC6CLAS,4.1.4,1,750,750,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002839,$,1800,1800,0,PGB,4.1.4,2,30,60,0,0,CENTER,PESOS,,17/06/2020
602023,17/06/2020,,,17/06/2020,Electric,00001531,$,6983.47,8450,0,COMBO4,4.1.1,1,6983.471074,6983.471074,0,0,CENTER,MercadoPago,,17/06/2020
4934,17/06/2020,,,17/06/2020,Electric,00001532,$,6983.47,8450,0,COMBO7,4.1.1,1,6983.471074,6983.471074,0,0,CENTER,Cash,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002840,$,3300,3300,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002840,$,3300,3300,0,UK5RD,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002840,$,3300,3300,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,17/06/2020
392683,17/06/2020,,,17/06/2020,Electric,00000057,$,1239.67,1500,0,SG100BK,4.1.1,1,1239.669421,1239.669421,0,0,CENTER,PESOS,,17/06/2020
392683,17/06/2020,,,17/06/2020,Electric,00000058,$,330.58,400,0,COLOCACION CUERDAS,4.1.1,1,206.6115702,206.6115702,0,0,CENTER,Cash,,17/06/2020
392683,17/06/2020,,,17/06/2020,Electric,00000058,$,330.58,400,0,14P,4.1.1,1,123.9669421,123.9669421,0,0,CENTER,Cash,,17/06/2020
711628,17/06/2020,,,17/06/2020,Electric,00001533,$,2471.07,2990,0,MR1bu,4.1.1,1,2471.07438,2471.07438,0,0,CENTER,MercadoPago,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002841,$,700,700,0,CAM 10,4.1.4,1,700,700,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002842,$,990,990,0,EJ27H,4.1.4,1,990,990,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002843,$,150,150,0,11P,4.1.4,1,150,150,0,0,CENTER,PESOS,,17/06/2020
110597,17/06/2020,,,17/06/2020,Other,00002844,$,2550,2550,0,UK5PK,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Electric,00001534,$,6983.47,8450,0,COMBO3,4.1.1,1,6983.471074,6983.471074,0,0,CENTER,MercadoPago,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002845,$,400,400,0,RECGER,4.1.4,1,400,400,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002846,$,150,150,0,AP-20N,4.1.4,1,100,100,0,0,CENTER,PESOS,,17/06/2020
111113,17/06/2020,,,17/06/2020,Other,00002846,$,150,150,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,17/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002847,$,1890,1890,0,COMUN,4.1.4,1,890,890,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002847,$,1890,1890,0,RL120,4.1.4,2,500,1000,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Electric,00001535,$,1231.4,1490,0,DVIOLIN,4.1.1,1,1231.404959,1231.404959,0,0,CENTER,MercadoPago,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002848,$,300,300,0,CSE,4.1.4,2,150,300,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Electric,00001536,$,619.83,750,0,MC6CLAS,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,MercadoPago,,18/06/2020
934820,18/06/2020,,,18/06/2020,Other,00002849,$,9150,9150,0,COMBO6,4.1.4,1,8450,8450,0,0,CENTER,PESOS,,18/06/2020
934820,18/06/2020,,,18/06/2020,Other,00002849,$,9150,9150,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Electric,00001537,$,578.51,700,0,CAM 10,4.1.1,1,578.5123967,578.5123967,0,0,CENTER,MercadoPago,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002850,$,150,150,0,16P,4.1.4,1,150,150,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002851,$,590,590,0,360368,4.1.4,1,540,540,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002851,$,590,590,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Electric,00001538,$,1239.67,1500,0,SG100BK,4.1.1,1,1239.669421,1239.669421,0,0,CENTER,MercadoPago,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002852,$,990,990,0,EJ27H,4.1.4,1,990,990,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Electric,00001539,$,371.9,450,0,SM5AN,4.1.1,1,371.9008264,371.9008264,0,0,CENTER,MercadoPago,,18/06/2020
283547,18/06/2020,,,18/06/2020,Other,00002853,$,2550,2550,0,UK5PK,4.1.4,1,2550,2550,0,0,CENTER,PESOS,,18/06/2020
111113,18/06/2020,,,18/06/2020,Other,00002854,$,650,650,0,BJHB20C,4.1.4,1,650,650,0,0,CENTER,PESOS,,18/06/2020
689040,18/06/2020,,,18/06/2020,Electric,00001540,$,2107.44,2550,0,UK5BL,4.1.1,1,2107.438017,2107.438017,0,0,CENTER,MercadoPago,,18/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002855,$,100,100,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002856,$,100,100,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002857,$,750,750,0,SGC6,4.1.4,1,700,700,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002857,$,750,750,0,PGB,4.1.4,1,50,50,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002858,$,750,750,0,MC5FOLK,4.1.4,1,750,750,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Electric,00001541,$,537.19,650,0,RL120,4.1.4,1,413.2231405,413.2231405,0,0,CENTER,MercadoPago,,19/06/2020
111113,19/06/2020,,,19/06/2020,Electric,00001541,$,537.19,650,0,PGB,4.1.1,3,41.32231405,123.9669421,0,0,CENTER,MercadoPago,,19/06/2020
111113,19/06/2020,,,19/06/2020,Electric,00001542,$,619.83,750,0,MC5FOLK,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,MercadoPago,,19/06/2020
639484,19/06/2020,,,19/06/2020,Electric,00001543,$,2107.44,2550,0,UK5RD,4.1.1,1,2107.438017,2107.438017,0,0,CENTER,MercadoPago,,19/06/2020
639484,19/06/2020,,,19/06/2020,Other,00002859,$,1240,1240,0,EJ27N,4.1.4,1,990,990,0,0,CENTER,Cash,,19/06/2020
639484,19/06/2020,,,19/06/2020,Other,00002859,$,1240,1240,0,COLOCACION CUERDAS,4.1.4,1,250,250,0,0,CENTER,Cash,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002860,$,580,580,0,10P,4.1.4,1,580,580,0,0,CENTER,PESOS,,19/06/2020
111113,19/06/2020,,,19/06/2020,Other,00002861,$,2350,2350,0,MELOSTA32RD,4.1.4,1,2350,2350,0,0,CENTER,PESOS,,19/06/2020
571216,19/06/2020,,,19/06/2020,Other,00002862,$,830,830,0,COLOCACION CUERDAS,4.1.4,1,250,250,0,0,CENTER,Cash,,19/06/2020
571216,19/06/2020,,,19/06/2020,Other,00002862,$,830,830,0,10P,4.1.4,1,580,580,0,0,CENTER,Cash,,19/06/2020
934820,20/06/2020,,,20/06/2020,Electric,00001544,$,2272.73,2750,0,RSRCI,4.1.1,1,1033.057851,1033.057851,0,0,CENTER,NARANJA MPOS,,20/06/2020
934820,20/06/2020,,,20/06/2020,Electric,00001544,$,2272.73,2750,0,DG016,4.1.1,1,1239.669421,1239.669421,0,0,CENTER,NARANJA MPOS,,20/06/2020
677154,20/06/2020,,,20/06/2020,Electric,00001545,$,1167.42,1290,0,WTB004,4.1.1,1,1167.420814,1167.420814,0,0,CENTER,MercadoPago,,20/06/2020
934820,20/06/2020,,,20/06/2020,Other,00002863,$,150,150,0,PGB,4.1.4,3,50,150,0,0,CENTER,PESOS,,20/06/2020
5178,20/06/2020,,,20/06/2020,Other,00002864,$,4140,4140,0,MC5FOLK,4.1.4,1,750,750,0,0,CENTER,PESOS,,20/06/2020
5178,20/06/2020,,,20/06/2020,Other,00002864,$,4140,4140,0,UK5RD,4.1.4,1,2690,2690,0,0,CENTER,PESOS,,20/06/2020
5178,20/06/2020,,,20/06/2020,Other,00002864,$,4140,4140,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002865,$,600,600,0,10P,4.1.4,1,600,600,0,0,CENTER,PESOS,,20/06/2020
107871,20/06/2020,,,20/06/2020,Electric,00001546,$,0.83,1,0,GIFTCARD,4.1.1,1,0.8264462809,0.8264462809,0,0,CENTER,Cash,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002866,$,100,100,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002867,$,850,850,0,EZ900,4.1.4,1,750,750,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002867,$,850,850,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,20/06/2020
88066,20/06/2020,,,20/06/2020,Other,00002868,$,5770,5770,0,ADICIONAL,4.1.4,1,-6,-6,0,0,CENTER,PESOS,,20/06/2020
88066,20/06/2020,,,20/06/2020,Other,00002868,$,5770,5770,0,TC-101,4.1.4,1,700,700,5,665,CENTER,PESOS,,20/06/2020
88066,20/06/2020,,,20/06/2020,Other,00002868,$,5770,5770,0,UK5BL,4.1.4,1,2690,2690,5,2555.5,CENTER,PESOS,,20/06/2020
88066,20/06/2020,,,20/06/2020,Other,00002868,$,5770,5770,0,UK5N,4.1.4,1,2690,2690,5,2555.5,CENTER,PESOS,,20/06/2020
741930,20/06/2020,,,20/06/2020,Other,00002869,$,3390,3390,0,UK5BL,4.1.4,1,2690,2690,0,0,CENTER,PESOS,,20/06/2020
741930,20/06/2020,,,20/06/2020,Other,00002869,$,3390,3390,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Electric,00001547,$,1033.06,1250,0,RSRCI,4.1.1,1,1033.057851,1033.057851,0,0,CENTER,MercadoPago,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002870,$,150,150,0,11P,4.1.4,1,150,150,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Electric,00001548,$,2223.14,2690,0,UK5BL,4.1.1,1,2223.140496,2223.140496,0,0,CENTER,NARANJA MPOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Electric,00001549,$,300,300,0,PGB,4.1.4,2,50,100,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Electric,00001549,$,300,300,0,A 010 B,4.1.4,1,200,200,0,0,CENTER,PESOS,,20/06/2020
434003,20/06/2020,,,20/06/2020,Other,00002871,$,2690,2690,0,UK5BL,4.1.4,1,2690,2690,0,0,CENTER,PESOS,,20/06/2020
434003,20/06/2020,,,20/06/2020,Electric,00001550,$,1418.61,1650,0,JB900BK,4.1.1,1,785.1239669,785.1239669,0,0,CENTER,NARANJA MPOS,,20/06/2020
434003,20/06/2020,,,20/06/2020,Electric,00001550,$,1418.61,1650,0,TC-101,4.1.1,1,633.4841629,633.4841629,0,0,CENTER,NARANJA MPOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002872,$,650,650,0,M7000PXL,4.1.4,1,650,650,0,0,CENTER,PESOS,,20/06/2020
111113,20/06/2020,,,20/06/2020,Other,00002873,$,990,990,0,EJ27H,4.1.4,1,990,990,0,0,CENTER,PESOS,,20/06/2020
107871,21/06/2020,,,22/06/2020,Electric,00000029,$,-0.83,-1,0,GIFTCARD,4.1.1,-1,-0.8264462809,-0.8264462809,0,0,CENTER,Cash,,21/06/2020
100878,22/06/2020,,,22/06/2020,Electric,00001551,$,1170.67,1350,0,BJHB20C,4.1.1,1,537.1900826,537.1900826,0,0,CENTER,NARANJA MPOS,,22/06/2020
100878,22/06/2020,,,22/06/2020,Electric,00001551,$,1170.67,1350,0,TC-101,4.1.1,1,633.4841629,633.4841629,0,0,CENTER,NARANJA MPOS,,22/06/2020
111113,22/06/2020,,,22/06/2020,Electric,00001552,$,2107.44,2550,0,LT20M101-4,4.1.1,1,247.9338843,247.9338843,0,0,CENTER,MercadoPago,,22/06/2020
111113,22/06/2020,,,22/06/2020,Electric,00001552,$,2107.44,2550,0,MC5FOLK,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,MercadoPago,,22/06/2020
111113,22/06/2020,,,22/06/2020,Electric,00001552,$,2107.44,2550,0,SG100BK,4.1.1,1,1239.669421,1239.669421,0,0,CENTER,MercadoPago,,22/06/2020
288260,22/06/2020,,,22/06/2020,Other,00002874,$,1950,1950,0,RSRAI,4.1.4,1,1250,1250,0,0,CENTER,PESOS,,22/06/2020
288260,22/06/2020,,,22/06/2020,Other,00002874,$,1950,1950,0,TC-101,4.1.4,1,700,700,0,0,CENTER,PESOS,,22/06/2020
288260,22/06/2020,,,22/06/2020,Other,00002875,$,500,500,0,BJA006BL,4.1.4,1,500,500,0,0,CENTER,PESOS,,22/06/2020
288260,22/06/2020,,,22/06/2020,Electric,00001553,$,2272.73,2750,0,REPARACION/CALIBRACION,4.1.1,1,1652.892562,1652.892562,0,0,CENTER,Cash,,22/06/2020
288260,22/06/2020,,,22/06/2020,Electric,00001553,$,2272.73,2750,0,EZ900,4.1.1,1,619.8347107,619.8347107,0,0,CENTER,Cash,,22/06/2020
111113,22/06/2020,,,22/06/2020,Electric,00001554,$,495.87,600,0,10P,4.1.1,1,495.8677686,495.8677686,0,0,CENTER,NARANJA MPOS,,22/06/2020
724116,23/06/2020,,,23/06/2020,Electric,00001555,$,2856.62,3390,0,UK5PK,4.1.1,1,2223.140496,2223.140496,0,0,CENTER,Cash,,23/06/2020
724116,23/06/2020,,,23/06/2020,Electric,00001555,$,2856.62,3390,0,TC-101,4.1.1,1,633.4841629,633.4841629,0,0,CENTER,Cash,,23/06/2020
