SELLER,REBOUND TYPE,COSTUMER ID,ORDER NUMBER,DATE ATTENDED,DATE DELIVERED,PRODUCT,UNIT AMOUNT,QUANTITY,Amount per Item/Total Amount,REASON,Charged (Fortnight/Month/Year Number)
ABEL D,TOTAL,1796,30_1672675498060,3/1/2023,6/1/2023,Halconero Vinagre De Alcohol X 930 Cc,99,15,1485,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,364,30_1672668194138,4/1/2023,7/1/2023,TOSTI TOSTADITAS FINITAS CLASICA DISPLAYX 140 G,215,10,2150,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,364,30_1672668194138,4/1/2023,7/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,364,30_1672668194138,4/1/2023,7/1/2023,Seven Up Packx6 Latax 354 Cc,720,4,2880,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,364,30_1672668194138,4/1/2023,7/1/2023,Trym's Batatas Clasicas Sin Tacc X 65 G,165,5,825,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,364,30_1672668194138,4/1/2023,7/1/2023,TOSTI TOSTADITAS FINITAS CLASICA DISPLAYX 140 G,215,10,2150,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,1929,30_1673442419741,12/1/2023,15/1/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,165,12,1980,Repeated order shipment,1Q/1/23
ABEL D,TOTAL,1929,30_1673442419741,12/1/2023,15/1/2023,Trym's Papas Fritas Clasicas Sin Tacc X 60 G,165,12,1980,Repeated order shipment,1Q/1/23
ABEL D,TOTAL,1929,30_1673442419741,12/1/2023,15/1/2023,Valena Promo Trapo De Piso Gris X 20 U,1645,20,32900,Repeated order shipment,1Q/1/23
ABEL D,TOTAL,1929,30_1673442419741,12/1/2023,15/1/2023,Vino Malbec Novecento Raices X 750ml,585,2,1170,Repeated order shipment,1Q/1/23
ABEL D,TOTAL,1929,30_1673442419741,12/1/2023,15/1/2023,La Española Avena Arrollada X 400 G,160,20,3200,Repeated order shipment,1Q/1/23
ABEL D,TOTAL,1632,30_1672409116585,31/12/2022,2/1/2023,Doña Pupa Pure De Tomate X 520 G,1000,3,3000,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672409116585,31/12/2022,2/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,10,11200,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672409116585,31/12/2022,2/1/2023,Arbanit Cubanitos Dulce De Leche Displayx 12 Unidades,1120,10,11200,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672414758903,31/12/2022,2/1/2023,Arbanit Cubanitos Mani Displayx 12 Unidades,1120,10,11200,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672414758903,31/12/2022,2/1/2023,Suiza Cera Bril Incoloro X 900 Cc,470,15,7050,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672414758903,31/12/2022,2/1/2023,Suiza Limpiador Original X 900 Ml,"127,3",10,1273,CLOSED,1Q/1/23
ABEL D,TOTAL,1632,30_1672414758903,31/12/2022,2/1/2023,Suiza Limpiador Pinos Patagonicos X 900 Ml,"127,3",12,"1527,6",CLOSED,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,La Española Polenta Instantanea X 500 G,65,20,1300,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,La Española Arroz L F X 500 G,83,20,1660,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,La Española Poroto Alubia X 500 G,182,10,1820,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,Dec Mix Frutos Secos Salado X 250 G,250,8,2000,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,Mini Pamela Galletas Coco X 180 G,136,5,680,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,TOSTI TOSTADITAS FINITAS CLASICA DISPLAYX 140 G,215,3,645,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,Halconero Vinagre De Alcohol X 930 Cc,99,7,693,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1074,30_1673025454885,6/1/2023,8/1/2023,Lulemuu Barra De Arroz Bañada Con Yogurt De Frutilla X 20 U,1300,2,2600,NO REQUEST,1Q/1/23
ABEL D,PARTIAL,1393,30_1672745611045,4/1/2023,5/1/2023,TOSTI TOSTADITAS FINITAS CLASICA DISPLAYX 140 G,215,16,3440,OUT OF STOCK,1Q/1/23
ABEL D,PARTIAL,2100,30_1672839639582,4/1/2023,5/1/2023,Valena Rejilla Pabilo X 6 U,422,1,422,CLOSED,1Q/1/23
ABEL D,PARTIAL,1416,30_1672758545432,4/1/2023,5/1/2023,SUIZA AUTOBRILLO INCOLORO DOYPACK X400CC,295,8,2360,CLOSED,1Q/1/23
ABEL D,PARTIAL,1416,30_1672758545432,4/1/2023,5/1/2023,SUIZA AUTOBRILLO ROJO DOYPACK X400CC,295,8,2360,OUT OF STOCK,1Q/1/23
ABEL D,PARTIAL,1416,30_1672758545432,4/1/2023,5/1/2023,LA ESPAÑOLA AVENA INSTANTANEA X 300G,114,10,1140,OUT OF STOCK,1Q/1/23
ABEL D,PARTIAL,2050,30_1672839166772,5/1/2023,6/1/2023,Seven Up Packx6 Latax 354 Cc,720,4,2880,Incorrectly assembled order,1Q/1/23
ABEL D,PARTIAL,1632,30_1672498912291,2/1/2023,3/1/2023,Don Fito Bulto 10 Arroz Paqx 500 G,"537,6",1,"537,6",OUT OF STOCK,1Q/1/23
ABEL D,PARTIAL,1632,30_1672498912291,2/1/2023,3/1/2023,La Española Lentejas X 400 G,272,10,2720,Incorrectly assembled order,1Q/1/23
ABEL D,PARTIAL,1632,30_1672498912291,2/1/2023,3/1/2023,Doña Pupa Arveja Tetrax 340 G,74,24,1776,Incorrectly assembled order,1Q/1/23
ABEL D,PARTIAL,1940,30_1672321655443,30/12/2022,31/12/2022,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,Incorrectly assembled order,1Q/1/23
ABEL D,PARTIAL,1512,30_1672936766487,6/1/2023,7/1/2023,La Española Garbanzo X 400 G,131,10,1310,Incorrectly assembled order,1Q/1/23
ABEL D,PARTIAL,1511,30_1672933186451,6/1/2023,7/1/2023,Halconero Vinagre De Alcohol X 930 Cc,99,12,1188,NO REQUEST,1Q/1/23
ABEL D,PARTIAL,59,30_1673110111572,9/1/2023,11/1/2023,Lulemuu Barra De Arroz Bañada Con Yogurt De Frutilla X 20 U,1300,1,1300,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,2076,30_1673103107275,9/1/2023,13/1/2023,Seven Up Packx6 Latax 354 Cc,720,1,720,It is not the agreed-upon price,1Q/1/23
ABEL D,PARTIAL,1942,30_1673364725460,11/1/2023,14/1/2023,Soda Marinaro Sifon Desc. X 2litros X 4u,585,2,1170,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,2117,30_1673282671889,11/1/2023,14/1/2023,Doña Pupa Arveja Tetrax 340 G,83,24,1992,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,1597,30_1673280208238,11/1/2023,14/1/2023,Doña Pupa Choclo Cremoso Amarillo X 340 G,105,12,1260,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,2098,30_1673297260663,11/1/2023,14/1/2023,LA ESPAÑOLA BURGOL X 500 G,127,10,1270,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,1399,30_1673402122275,11/1/2023,14/1/2023,Seven Up Packx6 Latax 354 Cc,720,4,2880,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,1947,30_1672848109553,5/1/2023,8/1/2023,Lulemuu Barra De Arroz Bañada Con Yogurt De Frutilla X 20 U,1300,10,13000,WITHOUT MONEY,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,20,3300,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Tosti Talitas Pizza X 100 G,137,5,685,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1400,1,1400,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Trym's Batatas Clasicas Sin Tacc X 65 G,165,10,1650,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,LA ESPAÑOLA BURGOL  X 500G,127,20,2540,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Mini Pamela Galletas Chips Choco X 180 G,132,5,660,CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Suiza Limpiador Original X 900 Ml,"127,3",2,"254,6",CLOSED,1Q/1/23
ABEL D,TOTAL,1502,30_1673540238543,13/1/2023,16/1/2023,Suiza Limpiador Pinos Patagonicos X 900 Ml,"127,3",2,"254,6",CLOSED,1Q/1/23
ABEL D,PARTIAL,2150,30_1673455798287,12/1/2023,15/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,15,2475,CLOSED,1Q/1/23
ABEL D,PARTIAL,2185,30_1673292366983,11/1/2023,14/1/2023,LA ESPAÑOLA BURGOL  X 500G,127,5,635,CLOSED,1Q/1/23
ABEL D,PARTIAL,933,30_1673539925990,13/1/2023,16/1/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,1Q/1/23
ABEL D,PARTIAL,2082,30_1673447019171,12/1/2023,15/1/2023,LA ESPAÑOLA BURGOL  X 500G,127,2,254,NO REQUEST,1Q/1/23
ABEL D,PARTIAL,1968,30_1673452036179,12/1/2023,15/1/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1400,1,1400,NO REQUEST,1Q/1/23
ABEL D,TOTAL,1632,30_1673626240779,14/1/2023,17/1/2023,Suiza Limpiador Lavanda De Los Alpes X 900 Ml,"127,3",5,"636,5",WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1632,30_1673626240779,14/1/2023,17/1/2023,Suiza Limpiador Original X 900 Ml,"127,3",5,"636,5",WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1632,30_1673626240779,14/1/2023,17/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,2,2240,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1632,30_1673626240779,14/1/2023,17/1/2023,Arbanit Cubanitos Dulce De Leche Displayx 12 Unidades,1120,2,2240,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1632,30_1673626240779,14/1/2023,17/1/2023,Mini Pamela Galletas Chips Choco X 180 G,132,15,1980,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1916,30_1673889061227,17/1/2023,20/1/2023,QUILMES CERVEZA CLASICA LATA 473 ML PACK X6,1158,3,3474,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1916,30_1673889061227,17/1/2023,20/1/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,20,1980,OUT OF STOCK,2Q/1/23
ABEL D,TOTAL,1916,30_1673889061227,17/1/2023,20/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,17,2805,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,1916,30_1673889061227,17/1/2023,20/1/2023,Tosti Talitas Pizza X 100 G,137,12,1644,NO REQUEST,2Q/1/23
ABEL D,TOTAL,1936,30_1674145959058,20/1/2023,23/1/2023,Valena Promo Trapo De Piso Gris X 20 U,4790,3,14370,NO REQUEST,2Q/1/23
ABEL D,TOTAL,1936,30_1674145959058,20/1/2023,23/1/2023,Tosti Talitas Pizza X 100 G,137,5,685,NO REQUEST,2Q/1/23
ABEL D,TOTAL,1936,30_1674145959058,20/1/2023,23/1/2023,Mini Pamela Galletas Chips Choco X 180 G,132,1,132,NO REQUEST,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,10,990,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,DULCYPAS GALLETITAS PEPAS PAQX 400G,189,10,1890,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,8,792,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,Arbanit Cubanitos Dulce De Leche Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,Doña Pupa Choclo Entero Amarillo Tetrax 340 G,213,5,1065,WITHOUT MONEY,2Q/1/23
ABEL D,TOTAL,2116,30_1673975681329,18/1/2023,20/1/2023,Doña Pupa Lenteja Tetra Recax 340 G,160,5,800,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1239,30_1674829343826,28/1/2023,30/1/2023,Mini Pamela Galletas Chips Choco X 180 G,132,2,264,NO REQUEST,2Q/1/23
ABEL D,TOTAL,1975,30_1674826943027,28/1/2023,30/1/2023,Pepsi Black Packx6 Latax 354 Cc,720,2,1440,CLOSED,2Q/1/23
ABEL D,TOTAL,1975,30_1674826943027,28/1/2023,30/1/2023,Tosti Tostadas Gruesas Clasica X 200 G,179,3,537,CLOSED,2Q/1/23
ABEL D,TOTAL,1975,30_1674826943027,28/1/2023,30/1/2023,QUILMES CERVEZA CLASICA LATA 473 ML PACK X6,1158,5,5790,CLOSED,2Q/1/23
ABEL D,TOTAL,1975,30_1674826943027,28/1/2023,30/1/2023,DULCYPAS GALLETITAS PEPAS PAQX 400G,189,6,1134,CLOSED,2Q/1/23
ABEL D,PARTIAL,1414,30_1674683539994,25/1/2023,27/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,5,825,OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,2103,30_1674665435187,25/1/2023,27/1/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1431,30_1674563858489,25/1/2023,27/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,4,660,NO REQUEST,2Q/1/23
ABEL D,PARTIAL,239,30_1674830829936,28/1/2023,30/1/2023,Tosti Talitas Pizza X 100 G,137,1,137,CLOSED,2Q/1/23
ABEL D,PARTIAL,2126,30_1674831354461,28/1/2023,30/1/2023,Mini Pamela Galletas Chips Choco X 180 G,132,2,264,CLOSED,2Q/1/23
ABEL D,PARTIAL,2021,30_1673714985419,16/1/2023,18/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,2,2240,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,2158,30_1673276067675,11/1/2023,13/1/2023,Arbanit Cubanitos Dulce De Leche Displayx 12 Unidades,1120,10,11200,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1632,30_1674855383481,28/1/2023,30/1/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1632,30_1674855383481,28/1/2023,30/1/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1632,30_1674855383481,28/1/2023,30/1/2023,Arbanit Cubanitos Dulce De Leche Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1632,30_1674855383481,28/1/2023,30/1/2023,Arbanit Cubanitos Mani Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1632,30_1674854783293,28/1/2023,30/1/2023,Suiza Cera Bril Incoloro X 900 Cc,470,12,5640,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1762,30_1674823734656,27/1/2023,29/1/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1400,1,1400,Sales representative's mistake in loading the order,2Q/1/23
ABEL D,PARTIAL,1187,30_1674832961449,27/1/2023,29/1/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1400,1,1400,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1113,30_1674748582851,27/1/2023,29/1/2023,Trym's Batatas Clasicas Sin Tacc X 65 G,165,5,825,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,2130,30_1674572245952,25/1/2023,27/1/2023,Suiza Limpiador Lavanda De Los Alpes X 900 Ml,"127,3",3,"381,9",OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,2011,30_1674831897370,28/1/2023,30/1/2023,Suiza Limpiador Lavanda De Los Alpes X 900 Ml,"127,3",5,"636,5",OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,964,30_1674488283234,24/1/2023,26/1/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1400,1,1400,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,964,30_1674488283234,24/1/2023,26/1/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,165,2,330,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,964,30_1674488283234,24/1/2023,26/1/2023,Trym's Papas Fritas Acanaladas Kettle Jalapeño Ahu Sin Tacc X 60 G,159,2,318,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1398,30_1674588899399,25/1/2023,27/1/2023,Suiza Limpiador Lavanda De Los Alpes X 900 Ml,"127,3",15,"1909,5",OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,1398,30_1674588899399,25/1/2023,27/1/2023,Suiza Limpiador Original X 900 Ml,"127,3",15,"1909,5",OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,1398,30_1674588899399,25/1/2023,27/1/2023,Suiza Limpiador Pinos Patagonicos X 900 Ml,"127,3",15,"1909,5",OUT OF STOCK,2Q/1/23
ABEL D,PARTIAL,1632,30_1674593784884,25/1/2023,27/1/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,525,1,525,WITHOUT MONEY,2Q/1/23
ABEL D,PARTIAL,1996,30_1674757465560,26/1/2023,28/1/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,2,3980,OUT OF STOCK,2Q/1/23
ABEL D,TOTAL,2158,30_1675779742404,8/2/2023,10/2/2023,Maxisec Papel Higienico 60 Metros X 6 U,575,1,575,CLOSED,1Q/2/23
ABEL D,TOTAL,2158,30_1675779742404,8/2/2023,10/2/2023,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,7,2093,CLOSED,1Q/2/23
ABEL D,TOTAL,2158,30_1675779742404,8/2/2023,10/2/2023,Dec Mix Frutos Secos Salado X 250 G,250,3,750,CLOSED,1Q/2/23
ABEL D,TOTAL,2158,30_1675779742404,8/2/2023,10/2/2023,Mini Pamela Galletas Coco X 180 G,136,12,1632,CLOSED,1Q/2/23
ABEL D,TOTAL,2158,30_1675779742404,8/2/2023,10/2/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,CLOSED,1Q/2/23
ABEL D,TOTAL,795,30_1676049635845,11/2/2023,13/2/2023,Halconero Vinagre De Alcohol X 930 Cc,116,11,1276,NO REQUEST,1Q/2/23
ABEL D,TOTAL,795,30_1676049635845,11/2/2023,13/2/2023,La Española Polenta Instantanea X 500 G,65,15,975,CLOSED,2Q/1/23
ABEL D,TOTAL,795,30_1676049635845,11/2/2023,13/2/2023,La Española Arroz L F X 500 G,83,20,1660,CLOSED,2Q/1/23
ABEL D,TOTAL,2241,30_1676119071676,11/2/2023,13/2/2023,La Española Avena Arrollada X 400 G,160,2,320,WITHOUT MONEY,1Q/2/23
ABEL D,TOTAL,2241,30_1676119071676,11/2/2023,13/2/2023,Doña Pupa Pure De Tomate X 520 G,1000,2,2000,WITHOUT MONEY,1Q/2/23
ABEL D,TOTAL,1712,30_1675269270414,1/2/2023,3/2/2023,Dec Mix Frutos Secos Salado X 250 G,250,3,750,CLOSED,1Q/2/23
ABEL D,TOTAL,1712,30_1675269270414,1/2/2023,3/2/2023,Mini Pamela Galletas Coco X 180 G,136,5,680,CLOSED,1Q/2/23
ABEL D,TOTAL,1712,30_1675269270414,1/2/2023,3/2/2023,La Española Avena Arrollada X 400 G,160,10,1600,CLOSED,1Q/2/23
ABEL D,TOTAL,2128,30_1674922740970,30/1/2023,1/2/2023,Mini Pamela Galletas Coco X 180 G,136,5,680,WITHOUT MONEY,1Q/2/23
ABEL D,TOTAL,2128,30_1674922740970,30/1/2023,1/2/2023,La Española Polenta Instantanea X 500 G,65,3,195,WITHOUT MONEY,1Q/2/23
ABEL D,TOTAL,2114,30_1676131593544,13/2/2023,15/2/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,165,20,3300,NO REQUEST,1Q/2/23
ABEL D,TOTAL,1632,30_1676293579002,13/2/2023,15/2/2023,FUN CHUPETIN CRAZY POP FRUTILLA TIRA X 20 U,1640,1,1640,CLOSED,1Q/2/23
ABEL D,TOTAL,1632,30_1676293579002,13/2/2023,15/2/2023,Doña Pupa Choclo Entero Amarillo Tetrax 340 G,213,10,2130,CLOSED,1Q/2/23
ABEL D,TOTAL,1632,30_1676293579002,13/2/2023,15/2/2023,Doña Pupa Lenteja Tetra Recax 340 G,160,5,800,CLOSED,1Q/2/23
ABEL D,PARTIAL,1187,30_1675432138125,3/2/2023,5/2/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1154,30_1675962442898,10/2/2023,12/2/2023,Halconero Vinagre De Alcohol X 930 Cc,116,12,1392,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,2003,30_1675527621642,6/2/2023,8/2/2023,La Española Polenta Instantanea X 500 G,65,1,65,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,2003,30_1675527621642,6/2/2023,8/2/2023,La Española Arroz L F X 500 G,83,13,1079,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,2098,30_1675191991570,1/2/2023,3/2/2023,La Española Poroto Alubia X 500 G,182,10,1820,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1408,30_1675783466210,8/2/2023,10/2/2023,Dec Mix Frutos Secos Salado X 250 G,250,2,500,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1408,30_1675783466210,8/2/2023,10/2/2023,Mini Pamela Galletas Coco X 180 G,136,10,1360,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1781,30_1675867064930,9/2/2023,11/2/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,165,3,495,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1781,30_1675867064930,9/2/2023,11/2/2023,Trym's Papas Fritas Clasicas Sin Tacc X 60 G,165,3,495,CLOSED,1Q/2/23
ABEL D,PARTIAL,2011,30_1676043757402,11/2/2023,13/2/2023,Valena Promo Trapo De Piso Gris X 20 U,1645,2,3290,CLOSED,1Q/2/23
ABEL D,PARTIAL,2017,30_1676047997670,11/2/2023,13/2/2023,Vino Malbec Novecento Raices X 750ml,585,6,3510,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1172,30_1675861918308,8/2/2023,10/2/2023,La Española Avena Arrollada X 400 G,160,1,160,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1172,30_1675861918308,8/2/2023,10/2/2023,Doña Pupa Pure De Tomate X 520 G,1000,1,1000,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1172,30_1675861918308,8/2/2023,10/2/2023,Doña Pupa Choclo Entero Amarillo Tetrax 340 G,213,6,1278,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1172,30_1675861918308,8/2/2023,10/2/2023,La Española Lentejas X 400 G,160,6,960,WITHOUT REASON,1Q/2/23
ABEL D,PARTIAL,1393,30_1675770170976,8/2/2023,10/2/2023,Trym's Papas Fritas Clasicas Sin Tacc X 60 G,165,6,990,CLOSED,1Q/2/23
ABEL D,PARTIAL,1393,30_1675770170976,8/2/2023,10/2/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,165,10,1650,CLOSED,1Q/2/23
ABEL D,PARTIAL,2117,30_1675778847258,8/2/2023,10/2/2023,Doña Pupa Choclo Entero Amarillo Tetrax 340 G,213,19,4047,CLOSED,1Q/2/23
ABEL D,PARTIAL,1384,30_1675866787531,8/2/2023,10/2/2023,Doña Pupa Lenteja Tetra Recax 340 G,160,7,1120,CLOSED,1Q/2/23
ABEL D,PARTIAL,1187,30_1676004121129,10/2/2023,12/2/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,CLOSED,1Q/2/23
ABEL D,PARTIAL,1636,30_1675823632974,8/2/2023,10/2/2023,Don Fito Bulto 10 Arroz Paqx 500 G,18600,1,18600,CLOSED,1Q/2/23
ABEL D,PARTIAL,1951,30_1675438233760,4/2/2023,6/2/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,165,3,495,CLOSED,1Q/2/23
ABEL D,PARTIAL,1951,30_1675438233760,4/2/2023,6/2/2023,Trym's Papas Fritas Acanaladas Kettle Chori Con Chimi Sin Tacc X 60 G,159,3,477,CLOSED,1Q/2/23
ABEL D,PARTIAL,1996,30_1675268210097,2/2/2023,4/2/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,1Q/2/23
ABEL D,PARTIAL,2050,30_1675337534978,2/2/2023,4/2/2023,Pepsi Black Packx6 Latax 354 Cc,720,4,2880,WITHOUT MONEY,1Q/2/23
ABEL D,PARTIAL,1956,30_1675519389191,4/2/2023,6/2/2023,Tosti Tostadas Gruesas Clasica X 200 G,179,3,537,WITHOUT MONEY,1Q/2/23
ABEL D,PARTIAL,2339,30_1676375955792,14/2/2023,16/2/2023,FUN CHUPETIN CRAZY POP FRUTILLA TIRA X 20 U,1640,1,1640,OUT OF STOCK,2Q/2/23
ABEL D,PARTIAL,2150,30_1676468643961,16/2/2023,18/2/2023,Lulemuu Tostadas De Arroz Clasica X 120 G,110,1,110,OUT OF STOCK,2Q/2/23
ABEL D,PARTIAL,2136,30_1676388479503,15/2/2023,17/2/2023,Soda Marinaro Sifon Desc. X 2litros X 4u,585,2,1170,NO REQUEST,2Q/2/23
ABEL D,PARTIAL,1797,30_1676298986469,14/2/2023,16/2/2023,Doña Pupa Choclo Cremoso Amarillo X 340 G,112,3,336,NO REQUEST,2Q/2/23
ABEL D,PARTIAL,2336,30_1676375798251,14/2/2023,16/2/2023,FUN CHUPETIN CRAZY POP FRUTILLA TIRA X 20 U,1640,1,1640,OUT OF STOCK,2Q/2/23
ABEL D,PARTIAL,1450,30_1676560606714,17/2/2023,19/2/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1440,1,1440,CLOSED,2Q/2/23
